Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Unemployment rate,Inflation rate,GDP,Target,Unnamed: 25,Unnamed: 26
1.0,16.0,2.0,9147.0,1.0,1.0,131.0,1.0,37.0,37.0,9.0,,135.9,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,7.6,2.6,0.32,Dropout,,
1.0,1.0,1.0,9130.0,1.0,1.0,133.1,1.0,6.0,11.0,4.0,5.0,138.4,0.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,7.6,2.6,0.32,Graduate,,
1.0,39.0,1.0,9085.0,1.0,12.0,133.1,1.0,34.0,34.0,99.0,,128.2,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,7.6,2.6,0.32,Dropout,,
1.0,43.0,1.0,9773.0,1.0,1.0,114.0,,37.0,38.0,9.0,5.0,107.4,1.0,0.0,0.0,,1.0,0.0,26.0,0.0,9.4,-0.8,-3.12,Dropout,,
,17.0,1.0,9773.0,1.0,1.0,127.0,1.0,1.0,33.0,3.0,3.0,129.8,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,10.8,1.4,1.74,Dropout,,
1.0,,1.0,9003.0,1.0,1.0,130.0,1.0,37.0,37.0,6.0,6.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,28.0,0.0,15.5,2.8,-4.06,Dropout,,
1.0,1.0,3.0,9773.0,1.0,1.0,121.0,,19.0,38.0,9.0,7.0,113.0,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,,0.6,2.02,Graduate,,
1.0,43.0,,9991.0,0.0,1.0,120.0,1.0,37.0,19.0,9.0,9.0,107.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0,0.0,12.7,3.7,-1.7,Dropout,,
4.0,39.0,1.0,9773.0,,12.0,120.0,1.0,37.0,37.0,4.0,9.0,130.0,0.0,0.0,0.0,0.0,,0.0,55.0,0.0,10.8,1.4,1.74,Dropout,,
1.0,43.0,1.0,9003.0,,1.0,120.0,1.0,37.0,37.0,5.0,9.0,,1.0,0.0,0.0,1.0,1.0,0.0,39.0,0.0,16.2,0.3,-0.92,Dropout,,
2.0,1.0,1.0,9003.0,1.0,1.0,120.0,1.0,,37.0,9.0,9.0,120.5,1.0,0.0,1.0,,1.0,0.0,35.0,0.0,15.5,2.8,-4.06,Dropout,,
1.0,39.0,1.0,,1.0,1.0,133.1,1.0,37.0,29.0,0.0,,,0.0,0.0,0.0,0.0,1.0,,,0.0,7.6,,0.32,Dropout,,
1.0,1.0,,9773.0,,1.0,124.0,1.0,3.0,,,9.0,137.0,1.0,0.0,0.0,1.0,1.0,0.0,20.0,,8.9,1.4,3.51,Graduate,,
1.0,39.0,1.0,9254.0,,1.0,150.0,1.0,37.0,37.0,9.0,9.0,115.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,12.7,3.7,-1.7,,,
1.0,39.0,1.0,9991.0,0.0,19.0,133.1,1.0,38.0,19.0,9.0,10.0,142.7,0.0,0.0,1.0,1.0,1.0,,34.0,0.0,16.2,0.3,-0.92,Graduate,,
1.0,,1.0,9670.0,1.0,1.0,116.0,1.0,38.0,19.0,0.0,2.0,116.7,1.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,9.4,-0.8,-3.12,Dropout,,
1.0,43.0,1.0,9991.0,0.0,1.0,133.1,,,19.0,3.0,10.0,136.1,0.0,0.0,,1.0,1.0,1.0,,,13.9,-0.3,0.79,Dropout,,
1.0,39.0,1.0,9003.0,1.0,19.0,133.1,1.0,37.0,19.0,9.0,7.0,134.3,0.0,0.0,0.0,1.0,,0.0,25.0,0.0,12.4,0.5,1.79,Dropout,,
1.0,18.0,1.0,9773.0,1.0,1.0,167.0,1.0,,38.0,6.0,7.0,153.0,1.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,8.9,1.4,3.51,Dropout,,
1.0,1.0,,9773.0,1.0,1.0,140.0,1.0,19.0,38.0,9.0,9.0,132.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,,12.7,3.7,-1.7,Graduate,,
1.0,1.0,,9238.0,1.0,1.0,124.0,1.0,38.0,19.0,9.0,7.0,129.6,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,7.6,2.6,,Graduate,,
,43.0,1.0,9085.0,1.0,1.0,110.0,1.0,3.0,19.0,4.0,6.0,,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,13.9,-0.3,0.79,Dropout,,
1.0,,2.0,9773.0,1.0,1.0,150.0,1.0,1.0,1.0,4.0,5.0,130.8,0.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,10.8,1.4,,Dropout,,
1.0,1.0,1.0,9500.0,1.0,1.0,123.0,1.0,37.0,37.0,7.0,7.0,119.7,0.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,13.9,-0.3,0.79,Dropout,,
1.0,17.0,1.0,9500.0,1.0,1.0,,1.0,19.0,19.0,4.0,9.0,132.5,0.0,0.0,0.0,1.0,1.0,0.0,21.0,,10.8,1.4,1.74,Graduate,,
1.0,44.0,,9003.0,1.0,39.0,130.0,1.0,1.0,19.0,3.0,,130.0,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,12.4,0.5,1.79,Graduate,,
,39.0,1.0,9085.0,1.0,1.0,133.1,1.0,1.0,,4.0,4.0,120.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,9.4,-0.8,-3.12,Dropout,,
1.0,17.0,,9670.0,1.0,1.0,133.1,1.0,1.0,37.0,4.0,5.0,150.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,,0.6,2.02,Graduate,,
1.0,1.0,1.0,9147.0,1.0,1.0,124.0,1.0,38.0,,9.0,9.0,,0.0,0.0,0.0,1.0,1.0,1.0,20.0,0.0,13.9,-0.3,0.79,Graduate,,
1.0,43.0,2.0,9500.0,1.0,6.0,119.1,1.0,1.0,19.0,4.0,10.0,119.1,0.0,,0.0,1.0,,0.0,22.0,0.0,7.6,2.6,,Graduate,,
1.0,1.0,2.0,9070.0,1.0,1.0,128.0,1.0,19.0,19.0,3.0,3.0,123.5,1.0,1.0,0.0,0.0,1.0,0.0,19.0,0.0,9.4,-0.8,-3.12,Dropout,,
1.0,39.0,1.0,9130.0,1.0,1.0,133.1,1.0,1.0,1.0,90.0,1.0,120.0,1.0,,1.0,0.0,1.0,0.0,41.0,0.0,12.7,3.7,-1.7,,,
1.0,43.0,1.0,9500.0,1.0,19.0,133.1,1.0,34.0,34.0,0.0,0.0,110.0,1.0,0.0,0.0,1.0,,,27.0,0.0,7.6,2.6,0.32,Dropout,,
1.0,17.0,1.0,9500.0,1.0,1.0,145.0,1.0,1.0,1.0,4.0,10.0,131.4,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,13.9,-0.3,0.79,Dropout,,
1.0,18.0,2.0,9500.0,1.0,1.0,141.0,24.0,1.0,1.0,4.0,3.0,,1.0,0.0,,1.0,0.0,1.0,20.0,1.0,9.4,-0.8,-3.12,Graduate,,
1.0,43.0,4.0,9500.0,1.0,6.0,,1.0,38.0,37.0,5.0,9.0,118.9,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,,2.6,0.32,Graduate,,
,39.0,1.0,9991.0,0.0,1.0,160.0,1.0,37.0,37.0,9.0,9.0,160.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,15.5,2.8,-4.06,,,
1.0,17.0,5.0,9773.0,1.0,1.0,111.0,1.0,19.0,12.0,7.0,3.0,115.9,1.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,13.9,-0.3,0.79,,,
1.0,1.0,2.0,9254.0,,1.0,111.0,1.0,1.0,19.0,5.0,7.0,109.3,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,11.1,0.6,2.02,Graduate,,
1.0,1.0,1.0,9670.0,1.0,1.0,123.0,1.0,37.0,,9.0,9.0,,1.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,10.8,1.4,1.74,Dropout,,
1.0,1.0,1.0,9238.0,1.0,1.0,133.0,1.0,37.0,37.0,9.0,9.0,121.8,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,12.4,0.5,1.79,Graduate,,
1.0,7.0,1.0,,1.0,3.0,140.0,1.0,1.0,37.0,,5.0,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,10.8,1.4,1.74,Graduate,,
1.0,18.0,1.0,9238.0,1.0,,122.0,1.0,38.0,38.0,,7.0,114.7,,0.0,1.0,1.0,0.0,1.0,18.0,0.0,11.1,,,Graduate,,
1.0,1.0,1.0,9254.0,1.0,,128.0,1.0,19.0,19.0,7.0,8.0,120.0,1.0,0.0,0.0,1.0,,1.0,20.0,0.0,12.4,0.5,,Enrolled,,
1.0,1.0,1.0,9238.0,1.0,1.0,108.0,1.0,19.0,38.0,9.0,9.0,107.3,0.0,1.0,0.0,1.0,0.0,1.0,19.0,0.0,12.4,0.5,,Enrolled,,
1.0,17.0,1.0,9085.0,1.0,1.0,139.0,1.0,38.0,38.0,5.0,3.0,136.2,0.0,0.0,0.0,1.0,0.0,,,0.0,7.6,2.6,0.32,Graduate,,
1.0,1.0,2.0,9556.0,1.0,1.0,130.0,1.0,1.0,38.0,3.0,8.0,119.5,1.0,0.0,0.0,1.0,0.0,1.0,21.0,,15.5,2.8,-4.06,Graduate,,
1.0,18.0,1.0,9853.0,1.0,1.0,133.1,1.0,,19.0,141.0,182.0,106.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,,1.4,3.51,,,
1.0,1.0,4.0,,,1.0,130.0,1.0,,1.0,,9.0,124.1,1.0,0.0,0.0,1.0,,0.0,,0.0,8.9,,3.51,Enrolled,,
1.0,1.0,3.0,9147.0,1.0,1.0,143.0,1.0,,1.0,5.0,7.0,133.2,1.0,,0.0,1.0,0.0,1.0,18.0,0.0,12.7,3.7,-1.7,Graduate,,
,39.0,1.0,9085.0,1.0,1.0,110.0,1.0,37.0,37.0,90.0,90.0,,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,9.4,-0.8,,Dropout,,
1.0,1.0,6.0,9500.0,1.0,1.0,120.0,41.0,1.0,1.0,9.0,6.0,114.8,1.0,0.0,0.0,,0.0,0.0,,1.0,11.1,0.6,2.02,Enrolled,,
1.0,1.0,,9500.0,1.0,1.0,140.0,1.0,38.0,37.0,9.0,7.0,130.0,1.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,,2.6,0.32,Graduate,,
1.0,17.0,5.0,9070.0,1.0,1.0,125.0,1.0,,1.0,5.0,5.0,122.6,1.0,0.0,0.0,1.0,1.0,0.0,22.0,0.0,9.4,-0.8,,Enrolled,,
1.0,,1.0,9500.0,1.0,1.0,134.0,1.0,38.0,1.0,9.0,6.0,133.5,1.0,0.0,,1.0,1.0,1.0,20.0,0.0,15.5,2.8,-4.06,Graduate,,
2.0,39.0,1.0,9254.0,1.0,1.0,130.0,1.0,37.0,37.0,4.0,7.0,120.0,1.0,,0.0,1.0,0.0,0.0,34.0,0.0,9.4,-0.8,-3.12,Graduate,,
2.0,7.0,1.0,9147.0,,3.0,,1.0,37.0,37.0,9.0,9.0,120.0,,0.0,0.0,1.0,,0.0,,0.0,10.8,1.4,,Enrolled,,
1.0,1.0,3.0,9500.0,1.0,1.0,142.0,1.0,37.0,38.0,9.0,9.0,137.3,1.0,0.0,0.0,1.0,0.0,1.0,22.0,0.0,7.6,2.6,0.32,Graduate,,
1.0,17.0,3.0,9254.0,1.0,1.0,127.0,1.0,37.0,37.0,9.0,6.0,123.5,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,7.6,2.6,0.32,Enrolled,,
,39.0,1.0,9147.0,1.0,1.0,140.0,1.0,37.0,37.0,6.0,10.0,131.8,0.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,10.8,1.4,1.74,Enrolled,,
2.0,39.0,1.0,9147.0,1.0,1.0,140.0,1.0,38.0,37.0,4.0,7.0,130.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,9.4,-0.8,-3.12,Dropout,,
1.0,18.0,6.0,9500.0,1.0,1.0,142.0,1.0,38.0,37.0,9.0,5.0,,1.0,0.0,0.0,0.0,,0.0,19.0,0.0,11.1,0.6,,Dropout,,
4.0,39.0,,,1.0,1.0,120.0,1.0,37.0,37.0,,8.0,95.0,0.0,,0.0,1.0,0.0,1.0,36.0,0.0,10.8,1.4,1.74,Graduate,,
1.0,,2.0,9500.0,1.0,1.0,124.0,1.0,,37.0,9.0,9.0,116.0,1.0,0.0,0.0,,0.0,1.0,,0.0,12.7,,-1.7,Graduate,,
1.0,1.0,1.0,,,1.0,157.0,1.0,3.0,38.0,1.0,,136.7,1.0,0.0,,1.0,0.0,0.0,22.0,0.0,,-0.8,,Enrolled,,
2.0,39.0,1.0,9238.0,1.0,1.0,126.6,1.0,38.0,38.0,9.0,7.0,107.5,0.0,0.0,1.0,1.0,0.0,1.0,42.0,0.0,11.1,0.6,2.02,Graduate,,
1.0,39.0,1.0,9119.0,,1.0,110.0,1.0,37.0,37.0,90.0,,108.4,,0.0,0.0,1.0,0.0,0.0,34.0,0.0,10.8,1.4,1.74,Dropout,,
1.0,17.0,1.0,9773.0,1.0,1.0,,1.0,19.0,19.0,4.0,,130.7,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,7.6,2.6,0.32,Enrolled,,
2.0,44.0,1.0,8014.0,0.0,39.0,160.0,1.0,37.0,19.0,9.0,10.0,155.9,,0.0,0.0,1.0,0.0,0.0,33.0,0.0,13.9,-0.3,0.79,Graduate,,
1.0,,,9254.0,1.0,1.0,105.0,1.0,,19.0,9.0,6.0,106.1,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,,-0.3,0.79,Graduate,,
1.0,1.0,2.0,9670.0,1.0,1.0,130.0,1.0,26.0,30.0,0.0,5.0,128.6,1.0,0.0,1.0,1.0,0.0,,19.0,0.0,7.6,2.6,0.32,Graduate,,
2.0,43.0,1.0,9991.0,0.0,,140.0,1.0,37.0,19.0,9.0,4.0,140.0,0.0,0.0,1.0,1.0,0.0,0.0,34.0,0.0,16.2,0.3,-0.92,Dropout,,
,1.0,1.0,9147.0,1.0,1.0,138.0,1.0,37.0,37.0,9.0,6.0,,1.0,,0.0,1.0,0.0,0.0,18.0,0.0,7.6,2.6,0.32,Graduate,,
1.0,17.0,1.0,8014.0,0.0,1.0,120.0,1.0,38.0,37.0,6.0,6.0,,0.0,0.0,,1.0,0.0,1.0,24.0,0.0,,1.4,1.74,Graduate,,
1.0,1.0,1.0,9853.0,1.0,1.0,135.0,1.0,19.0,12.0,9.0,7.0,137.1,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,7.6,2.6,0.32,Graduate,,
1.0,,1.0,9670.0,1.0,1.0,119.0,1.0,37.0,,,6.0,119.7,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,7.6,2.6,0.32,,,
1.0,17.0,1.0,9500.0,1.0,1.0,121.0,1.0,1.0,1.0,4.0,3.0,,1.0,0.0,0.0,1.0,0.0,0.0,21.0,,10.8,1.4,1.74,Graduate,,
1.0,1.0,5.0,9238.0,1.0,1.0,126.0,1.0,38.0,1.0,9.0,5.0,125.7,1.0,0.0,,1.0,0.0,1.0,19.0,0.0,9.4,-0.8,-3.12,Graduate,,
1.0,,4.0,9500.0,1.0,1.0,132.0,1.0,38.0,19.0,5.0,7.0,125.5,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,15.5,2.8,-4.06,Graduate,,
1.0,1.0,1.0,9238.0,1.0,1.0,128.0,1.0,19.0,19.0,5.0,5.0,124.5,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,12.4,0.5,1.79,Graduate,,
4.0,39.0,1.0,8014.0,0.0,1.0,160.0,1.0,37.0,37.0,5.0,5.0,126.0,0.0,0.0,0.0,1.0,0.0,1.0,38.0,0.0,13.9,-0.3,0.79,Graduate,,
1.0,1.0,1.0,171.0,1.0,1.0,,1.0,19.0,19.0,,4.0,136.2,1.0,0.0,1.0,1.0,1.0,0.0,21.0,0.0,8.9,1.4,3.51,Enrolled,,
1.0,43.0,1.0,9147.0,1.0,1.0,,,1.0,5.0,9.0,10.0,124.2,1.0,0.0,0.0,1.0,,,23.0,1.0,,2.8,-4.06,Enrolled,,
1.0,17.0,5.0,9500.0,1.0,1.0,147.0,1.0,19.0,1.0,4.0,3.0,138.5,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,9.4,-0.8,-3.12,Graduate,,
1.0,1.0,2.0,9773.0,1.0,1.0,,1.0,38.0,37.0,5.0,3.0,122.3,1.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,,-0.3,0.79,Dropout,,
1.0,1.0,,171.0,1.0,1.0,134.0,1.0,19.0,37.0,5.0,5.0,126.0,1.0,0.0,0.0,1.0,,1.0,,0.0,9.4,-0.8,-3.12,Graduate,,
1.0,39.0,1.0,9003.0,,1.0,140.0,1.0,19.0,19.0,9.0,6.0,135.4,1.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,,0.5,1.79,,,
1.0,1.0,1.0,9773.0,1.0,1.0,151.0,2.0,1.0,1.0,5.0,9.0,146.5,0.0,0.0,0.0,1.0,0.0,1.0,18.0,1.0,12.7,3.7,-1.7,Graduate,,
1.0,1.0,1.0,9130.0,1.0,1.0,132.0,1.0,3.0,1.0,4.0,9.0,121.9,1.0,0.0,0.0,1.0,0.0,,18.0,0.0,13.9,-0.3,0.79,Graduate,,
1.0,7.0,1.0,9991.0,0.0,40.0,130.0,1.0,19.0,19.0,7.0,3.0,130.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,11.1,0.6,2.02,Graduate,,
1.0,1.0,1.0,9147.0,1.0,1.0,126.0,1.0,19.0,,9.0,9.0,115.2,0.0,0.0,1.0,1.0,0.0,0.0,19.0,0.0,12.4,,1.79,Enrolled,,
1.0,18.0,3.0,9670.0,1.0,1.0,,1.0,38.0,38.0,,9.0,115.2,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,12.7,3.7,-1.7,Dropout,,
1.0,1.0,1.0,9254.0,1.0,1.0,123.0,1.0,38.0,37.0,5.0,5.0,125.1,,,0.0,1.0,0.0,0.0,19.0,0.0,16.2,0.3,-0.92,,,
1.0,1.0,1.0,9130.0,1.0,,106.0,1.0,37.0,37.0,9.0,9.0,108.0,1.0,0.0,1.0,1.0,0.0,0.0,20.0,0.0,9.4,-0.8,,Dropout,,
1.0,1.0,,9254.0,1.0,1.0,121.0,1.0,19.0,19.0,9.0,9.0,,1.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,9.4,-0.8,-3.12,Enrolled,,
1.0,1.0,2.0,9500.0,1.0,1.0,138.0,1.0,,1.0,5.0,,128.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,,11.1,0.6,2.02,Graduate,,
1.0,1.0,,9500.0,1.0,1.0,118.0,1.0,3.0,1.0,5.0,,113.5,1.0,0.0,,1.0,0.0,0.0,20.0,0.0,12.4,0.5,1.79,Graduate,,
2.0,39.0,1.0,,1.0,1.0,120.0,,37.0,37.0,5.0,5.0,124.6,0.0,0.0,0.0,1.0,,0.0,36.0,0.0,10.8,1.4,1.74,Enrolled,,
1.0,39.0,1.0,9853.0,1.0,19.0,133.1,1.0,19.0,4.0,9.0,4.0,116.0,1.0,0.0,0.0,,0.0,0.0,29.0,0.0,11.1,0.6,2.02,Dropout,,
1.0,17.0,,9238.0,1.0,1.0,141.0,1.0,3.0,3.0,2.0,2.0,124.9,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,12.7,3.7,-1.7,Graduate,,
,,1.0,,1.0,,180.0,1.0,1.0,1.0,4.0,8.0,140.5,0.0,0.0,,0.0,0.0,0.0,24.0,0.0,13.9,-0.3,0.79,Dropout,,
5.0,,1.0,9003.0,1.0,1.0,180.0,1.0,1.0,1.0,4.0,8.0,179.6,0.0,0.0,1.0,0.0,0.0,0.0,27.0,0.0,8.9,1.4,3.51,Dropout,,
1.0,,1.0,9773.0,1.0,,115.0,,37.0,37.0,9.0,8.0,116.1,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,13.9,-0.3,,Graduate,,
1.0,17.0,,171.0,1.0,1.0,142.0,1.0,3.0,1.0,2.0,6.0,,1.0,0.0,0.0,,0.0,1.0,18.0,0.0,15.5,2.8,-4.06,Graduate,,
1.0,17.0,4.0,9556.0,1.0,1.0,135.0,1.0,38.0,37.0,3.0,7.0,129.0,1.0,0.0,0.0,1.0,0.0,,21.0,0.0,12.7,3.7,-1.7,Dropout,,
2.0,39.0,1.0,9670.0,1.0,,150.0,1.0,37.0,19.0,9.0,4.0,,0.0,0.0,0.0,,0.0,1.0,43.0,0.0,12.4,0.5,1.79,Graduate,,
1.0,43.0,1.0,,1.0,1.0,,1.0,1.0,19.0,9.0,10.0,147.8,,0.0,0.0,1.0,,1.0,18.0,0.0,16.2,,-0.92,Graduate,,
1.0,18.0,1.0,9085.0,1.0,1.0,153.0,1.0,37.0,37.0,9.0,9.0,138.0,1.0,0.0,0.0,1.0,,1.0,21.0,0.0,8.9,1.4,3.51,Dropout,,
1.0,7.0,1.0,9147.0,1.0,,150.0,1.0,6.0,27.0,1.0,7.0,150.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,9.4,-0.8,-3.12,Dropout,,
1.0,1.0,6.0,9500.0,1.0,1.0,144.0,1.0,1.0,19.0,9.0,4.0,130.8,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,12.7,3.7,-1.7,Graduate,,
1.0,,1.0,9085.0,1.0,1.0,130.0,1.0,37.0,11.0,,90.0,122.6,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,7.6,2.6,0.32,Graduate,,
1.0,1.0,1.0,9773.0,,1.0,125.0,1.0,3.0,,2.0,1.0,,1.0,,0.0,1.0,0.0,0.0,,0.0,9.4,-0.8,-3.12,Dropout,,
1.0,39.0,1.0,9500.0,1.0,19.0,133.1,1.0,1.0,19.0,4.0,10.0,111.8,1.0,,0.0,1.0,0.0,0.0,27.0,0.0,11.1,0.6,2.02,,,
1.0,1.0,3.0,9147.0,1.0,1.0,133.0,,38.0,19.0,9.0,10.0,125.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,,-0.8,-3.12,Graduate,,
1.0,17.0,1.0,9085.0,1.0,1.0,140.0,1.0,,38.0,7.0,9.0,129.9,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,9.4,-0.8,-3.12,Graduate,,
,,4.0,9500.0,1.0,1.0,133.0,,19.0,19.0,3.0,10.0,131.1,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,13.9,-0.3,,Graduate,,
1.0,1.0,1.0,9085.0,1.0,,154.0,1.0,38.0,37.0,4.0,4.0,,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,11.1,0.6,2.02,Graduate,,
1.0,39.0,1.0,,1.0,,133.1,1.0,37.0,37.0,9.0,9.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,,,11.1,,2.02,Dropout,,
1.0,42.0,1.0,9500.0,1.0,1.0,168.0,1.0,37.0,1.0,9.0,,133.4,1.0,0.0,,1.0,0.0,0.0,,0.0,15.5,2.8,-4.06,Graduate,,
1.0,17.0,3.0,9500.0,1.0,1.0,132.0,1.0,37.0,,4.0,3.0,127.3,1.0,0.0,0.0,1.0,,0.0,20.0,0.0,7.6,2.6,0.32,Graduate,,
1.0,1.0,1.0,171.0,1.0,1.0,133.1,1.0,19.0,38.0,5.0,5.0,131.8,1.0,,1.0,1.0,0.0,0.0,20.0,0.0,8.9,1.4,,Graduate,,
,17.0,1.0,9238.0,1.0,1.0,120.0,,19.0,19.0,4.0,5.0,114.8,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.3,-0.92,Dropout,,
1.0,1.0,3.0,9500.0,1.0,1.0,,1.0,19.0,19.0,5.0,5.0,,1.0,,0.0,1.0,0.0,1.0,18.0,0.0,9.4,-0.8,-3.12,Graduate,,
1.0,44.0,1.0,9003.0,1.0,39.0,140.0,1.0,19.0,19.0,9.0,4.0,140.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,15.5,2.8,-4.06,Dropout,,
,1.0,1.0,9500.0,1.0,1.0,103.0,1.0,1.0,19.0,9.0,9.0,108.3,0.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,11.1,0.6,2.02,Enrolled,,
1.0,44.0,1.0,9085.0,1.0,39.0,150.0,,3.0,19.0,2.0,4.0,150.0,,0.0,0.0,1.0,0.0,0.0,22.0,0.0,,0.5,1.79,Graduate,,
1.0,44.0,1.0,9991.0,0.0,39.0,160.0,1.0,37.0,37.0,9.0,,160.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,12.7,3.7,-1.7,Graduate,,
1.0,1.0,,9070.0,1.0,1.0,131.0,1.0,37.0,37.0,3.0,3.0,,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,12.7,3.7,-1.7,Graduate,,
,1.0,1.0,9500.0,1.0,1.0,114.0,1.0,19.0,38.0,5.0,,112.6,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,16.2,0.3,-0.92,Graduate,,
1.0,39.0,1.0,9991.0,0.0,,120.0,1.0,37.0,37.0,,9.0,111.1,0.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,7.6,2.6,0.32,Graduate,,
1.0,,3.0,9500.0,1.0,1.0,140.0,,1.0,19.0,9.0,7.0,127.5,1.0,0.0,1.0,1.0,0.0,1.0,20.0,0.0,15.5,2.8,-4.06,Graduate,,
1.0,,1.0,9085.0,,,130.0,1.0,19.0,38.0,7.0,7.0,120.2,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,10.8,1.4,1.74,Graduate,,
1.0,17.0,4.0,9500.0,1.0,1.0,121.0,1.0,37.0,37.0,5.0,5.0,118.9,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,16.2,0.3,,Graduate,,
1.0,1.0,4.0,9500.0,1.0,1.0,130.0,1.0,19.0,19.0,9.0,7.0,119.9,1.0,0.0,,,0.0,,,0.0,,0.5,1.79,Graduate,,
1.0,17.0,2.0,9500.0,1.0,,,1.0,,1.0,9.0,4.0,127.3,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,7.6,2.6,0.32,Graduate,,
1.0,1.0,1.0,9853.0,1.0,1.0,,1.0,19.0,19.0,,7.0,127.9,,0.0,0.0,,,1.0,18.0,0.0,,-0.3,0.79,Graduate,,
4.0,39.0,1.0,9773.0,1.0,,133.1,1.0,19.0,,7.0,9.0,133.0,0.0,0.0,0.0,,0.0,0.0,40.0,,16.2,0.3,-0.92,,,
1.0,17.0,6.0,9238.0,1.0,1.0,117.0,,1.0,38.0,,7.0,,,0.0,0.0,1.0,0.0,1.0,18.0,0.0,13.9,,0.79,,,
1.0,1.0,2.0,9085.0,1.0,1.0,151.0,1.0,40.0,4.0,2.0,2.0,144.5,,0.0,,1.0,,0.0,18.0,,8.9,1.4,3.51,Graduate,,
1.0,17.0,1.0,9500.0,1.0,1.0,131.0,1.0,1.0,19.0,4.0,3.0,125.4,1.0,0.0,,1.0,0.0,0.0,19.0,0.0,15.5,,-4.06,Graduate,,
1.0,17.0,1.0,9238.0,1.0,1.0,145.0,1.0,38.0,38.0,9.0,7.0,145.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,12.4,0.5,1.79,Graduate,,
